id,isgene
ORF1>ENST00000421297.1,0
ORF1>ENST00000456346.1,0
ORF3>ENST00000630050.1,0
>EEC57876,1
ORF1>ENST00000436377.1,0
ORF3>ENST00000531701.1,0
ORF2>ENST00000562572.1,0
ORF1>ENST00000608390.1,0
>AAT59650,0
ORF1>ENST00000513179.1,0
>AAT60838,1
>EEC55985,1
ORF2>ENST00000590826.3,0
ORF3>ENST00000602659.1,0
ORF2>ENSMUST0000019173,0
ORF3>ENST00000437696.2,0
ORF3>ENSMUST0000014334,0
ORF1>ENST00000590604.1,0
ORF1>ENSMUST0000019603,0
>ENST00000554129.1,0
ORF2>ENST00000612487.4,0
ORF2>ENST00000421482.1,0
ORF2>ENST00000461398.3,0
ORF1>ENST00000633457.1,0
>ENST00000413991.1,0
ORF2>ENSMUST0000015085,0
ORF1>ENST00000444985.6,0
ORF2>ENST00000626261.1,0
ORF1>ENST00000423408.5,0
ORF1>ENSMUST0000018955,0
ORF3>ENSMUST0000012593,0
ORF1>ENST00000413339.1,0
ORF3>ENST00000366097.2,0
ORF1>ENST00000417786.1,0
>AAT59687,1
>EEC56634,0
ORF3>ENST00000588060.1,0
ORF1>ENST00000602747.1,0
ORF3>ENST00000587850.1,0
ORF3>ENST00000512901.6,0
ORF2>ENST00000487097.1,0
>EEC56239,0
>AAT63997,1
>ENST00000631713.1,0
>ENSMUST0000018798,0
ORF2>ENST00000525376.1,0
>AAT60207,1
ORF1>ENSMUST0000021142,0
ORF3>ENST00000635852.1,0
ORF2>ENST00000631010.1,0
>AAT62598,1
ORF3>ENST00000485805.1,0
>ENST00000413603.5,0
ORF3>ENSMUST0000018252,0
ORF1>ENST00000425727.1,0
ORF2>ENST00000619963.1,0
ORF3>ENSMUST0000021564,0
ORF1>ENST00000562989.1,0
ORF1>ENSMUST0000014580,0
ORF2>ENST00000444158.1,0
ORF2>ENST00000573127.5,0
ORF2>ENSMUST0000018883,0
ORF2>ENST00000626106.2,0
>EEC58278,1
ORF1>ENST00000433058.1,0
ORF3>ENSMUST0000013163,0
ORF3>ENST00000627544.2,0
ORF2>ENST00000434418.2,0
>ENST00000430107.1,0
ORF1>ENSMUST0000018762,0
ORF1>ENST00000546821.5,0
ORF1>ENST00000442726.1,0
>ENST00000563016.1,0
ORF3>ENST00000604605.1,0
ORF2>ENST00000436359.1,0
ORF1>ENST00000637384.1,0
