id,isgene
>ENSG00000168096|ENST00000588513 ,1
>ENST00000629996.2,1
>ENST00000421315.1,1
>ENST00000563879.2,1
>ENST00000601781.5,1
>ENSG00000170579|ENST00000539435 ,1
>ENSG00000175387|ENST00000587421 ,1
>ENSG00000068097|ENST00000593228 ,1
>ENSG00000163798|ENST00000618046 ,1
>ENSG00000167468|ENST00000593032 ,1
>ENSG00000120868|ENST00000550527 ,1
>ENSG00000124942|ENST00000528508 ,1
>ENSG00000277334|ENST00000621993 ,1
>ENSG00000206208|ENST00000550794 ,1
>ENSG00000152936|ENST00000543629 ,1
>ENST00000582536.1,1
>ENST00000430481.2,1
>ENSG00000149743|ENST00000546133 ,1
>ENSG00000076944|ENST00000602355 ,1
>ENST00000603028.5,1
>ENSG00000129351|ENST00000585835 ,1
>ENSG00000184271|ENST00000636728 ,1
>ENSG00000156958|ENST00000558399 ,1
>ENSG00000102225|ENST00000523344 ,1
>ENST00000441377.2,1
>ENST00000630897.2,1
>ENST00000441652.1,1
>ENST00000496733.6,1
>ENST00000506196.1,1
>ENSG00000111666|ENST00000552351 ,1
>ENSG00000166289|ENST00000592810 ,1
>ENST00000608520.1,1
>ENSG00000130175|ENST00000592741 ,1
>ENSG00000113575|ENST00000523082 ,1
>ENSG00000127419|ENST00000515492 ,1
>ENSG00000157423|ENST00000546257 ,1
>ENSG00000119725|ENST00000556659 ,1
>ENSG00000276461|ENST00000630841 ,1
>ENSG00000173988|ENST00000595396 ,1
>ENST00000529171.5,1
>ENSG00000104447|ENST00000519674 ,1
>ENSG00000205336|ENST00000565338 ,1
>ENSG00000169682|ENST00000568388 ,1
>ENSG00000165102|ENST00000521576 ,1
>ENSG00000011260|ENST00000583725 ,1
>ENSG00000277775|ENST00000618052 ,1
>ENSG00000139914|ENST00000559294 ,1
>ENST00000424126.1,1
>ENST00000617059.1,1
>ENSG00000274703|ENST00000620283 ,1
>ENSG00000104983|ENST00000594087 ,1
>ENSG00000132563|ENST00000613650 ,1
>ENSG00000149150|ENST00000534105 ,1
>ENSG00000165071|ENST00000522334 ,1
>ENSG00000104164|ENST00000567523 ,1
>ENST00000483161.3,1
>ENSG00000182199|ENST00000557427 ,1
>ENSG00000176731|ENST00000612809 ,1
>ENSG00000134480|ENST00000508855 ,1
>ENSG00000281680|ENST00000626843 ,1
>ENST00000456688.2,1
>ENSG00000280975|ENST00000626123 ,1
>ENSG00000174437|ENST00000552636 ,1
>ENST00000620922.1,1
>ENSG00000145990|ENST00000612338 ,1
>ENST00000592220.1,1
>ENST00000612234.1,1
>ENST00000535914.1,1
>ENST00000612689.1,1
>ENSG00000168060|ENST00000526799 ,1
>ENSG00000129351|ENST00000587941 ,1
>ENSG00000141293|ENST00000583844 ,1
>ENSG00000159915|ENST00000588489 ,1
>ENSG00000134398|ENST00000634482 ,1
>ENSG00000185633|ENST00000556732 ,1
>ENSG00000172613|ENST00000621995 ,1
>ENSG00000135902|ENST00000543200 ,1
>ENST00000547927.1,1
>ENST00000570581.1,1
>ENSG00000120457|ENST00000533599 ,1
>ENSG00000196497|ENST00000558780 ,1
>ENSG00000271447|ENST00000605424 ,1
>ENSG00000156482|ENST00000521291 ,1
>ENSG00000188191|ENST00000537384 ,1
>ENSG00000197568|ENST00000531950 ,1
>ENST00000611247.1,1
>ENSG00000157823|ENST00000558999 ,1
>ENSG00000186714|ENST00000528333 ,1
>ENSG00000062716|ENST00000585847 ,1
>ENSG00000110497|ENST00000534300 ,1
>ENSG00000128973|ENST00000637450 ,1
>ENSG00000100603|ENST00000554324 ,1
>ENSG00000205336|ENST00000566123 ,1
>ENSG00000167257|ENST00000531287 ,1
>ENSG00000090661|ENST00000559450 ,1
>ENSG00000089009|ENST00000553213 ,1
>ENSG00000135090|ENST00000537822 ,1
>ENST00000516174.1,1
>ENSG00000188227|ENST00000627814 ,0
>ENSG00000198131|ENST00000600044 ,1
>ENSG00000173638|ENST00000567670 ,1
>ENSG00000125449|ENST00000584947 ,1
>ENSG00000275249|ENST00000612882 ,1
>ENSG00000279816|ENST00000623879 ,1
>ENSG00000278042|ENST00000633602 ,1
>ENSG00000281078|ENST00000628219 ,1
>ENSG00000114904|ENST00000535191 ,1
>ENSG00000183010|ENST00000584848 ,1
>ENST00000522057.1,1
>ENSG00000152942|ENST00000512785 ,1
>ENSG00000196588|ENST00000614754 ,1
>ENST00000451291.5,1
>ENSG00000111596|ENST00000552319 ,1
>ENST00000444200.1,1
>ENSG00000072210|ENST00000573565 ,1
>ENSG00000105204|ENST00000597639 ,1
>ENSG00000163110|ENST00000514743 ,1
>ENSG00000172775|ENST00000565956 ,1
>ENSG00000171649|ENST00000599456 ,1
>ENSG00000134779|ENST00000591823 ,1
>ENSG00000120885|ENST00000560566 ,1
>ENSG00000156162|ENST00000519353 ,1
>ENSG00000103174|ENST00000565876 ,1
>ENST00000569149.1,1
>ENSG00000274063|ENST00000616686 ,1
>ENSG00000179364|ENST00000546915 ,1
>ENST00000615469.1,1
>ENSG00000012124|ENST00000599717 ,1
>ENSG00000134376|ENST00000538660 ,1
>ENST00000454651.2,1
>ENSG00000127415|ENST00000514192 ,1
>ENSG00000023191|ENST00000527485 ,1
>ENST00000455967.1,1
>ENSG00000140297|ENST00000559200 ,1
>ENSG00000157326|ENST00000558581 ,1
>ENSG00000141298|ENST00000582084 ,1
>ENSG00000112769|ENST00000522006 ,1
>ENST00000438646.1,1
>ENST00000537024.5,1
>ENSG00000254402|ENST00000529415 ,1
>ENSG00000108654|ENST00000585111 ,1
>ENST00000563704.1,1
>ENSG00000204130|ENST00000602465 ,1
>ENSG00000110200|ENST00000538919 ,1
>ENSG00000079841|ENST00000523963 ,1
>ENSG00000169783|ENST00000563316 ,1
>ENSG00000141664|ENST00000586834 ,1
>ENST00000429191.1,1
>ENST00000627155.2,1
>ENSG00000254788|ENST00000527729 ,1
>ENST00000565064.1,1
>ENSG00000133943|ENST00000523879 ,1
>ENSG00000254858|ENST00000599612 ,1
>ENSG00000161996|ENST00000547944 ,1
>ENSG00000141576|ENST00000591615 ,1
>ENSG00000140465|ENST00000569630 ,1
>ENSG00000275544|ENST00000625957 ,1
>ENSG00000184428|ENST00000522121 ,1
>ENSG00000151503|ENST00000533155 ,1
>ENSG00000123219|ENST00000514814 ,1
>ENSG00000157483|ENST00000559269 ,1
>ENSG00000155974|ENST00000538211 ,1
>ENSG00000166444|ENST00000528527 ,1
>ENSG00000177374|ENST00000574370 ,1
>ENST00000615461.4,1
>ENST00000591166.1,1
>ENSG00000073969|ENST00000576040 ,1
>ENST00000414106.1,1
>ENSG00000262826|ENST00000576030 ,1
>ENSG00000145817|ENST00000522203 ,1
>ENSG00000073578|ENST00000510361 ,1
>ENST00000521625.5,1
>ENSG00000129221|ENST00000570584 ,1
>ENSG00000111424|ENST00000550325 ,1
>ENSG00000105559|ENST00000597129 ,1
>ENSG00000274324|ENST00000616914 ,1
>ENSG00000010810|ENST00000521062 ,1
>ENSG00000274311|ENST00000615429 ,1
>ENST00000625547.1,1
>ENSG00000166292|ENST00000571679 ,1
>ENST00000615072.1,1
>ENSG00000159579|ENST00000564435 ,1
>ENSG00000185803|ENST00000530047 ,1
>ENSG00000166822|ENST00000561878 ,1
>ENSG00000278173|ENST00000621787 ,1
>ENSG00000140538|ENST00000542733 ,1
>ENST00000617736.1,1
>ENSG00000058272|ENST00000550299 ,1
>ENSG00000151320|ENST00000553547 ,1
>ENSG00000111906|ENST00000608284 ,1
>ENST00000516532.1,1
>ENST00000413528.1,1
>ENSG00000104904|ENST00000588673 ,1
>ENST00000451775.1,1
>ENSG00000131238|ENST00000526547 ,1
>ENSG00000007237|ENST00000542249 ,1
>ENSG00000275399|ENST00000611676 ,1
>ENSG00000120705|ENST00000507939 ,1
>ENSG00000170946|ENST00000527731 ,1
>ENST00000435766.1,1
>ENST00000430456.1,1
>ENSG00000274676|ENST00000611422 ,1
>ENSG00000170955|ENST00000530979 ,1
>ENSG00000049249|ENST00000615230 ,1
>ENST00000424391.6,1
>ENSG00000130518|ENST00000599528 ,1
>ENST00000627918.2,1
>ENST00000427819.5,1
>ENSG00000170037|ENST00000571632 ,1
>ENSG00000140025|ENST00000556005 ,1
>ENSG00000134779|ENST00000587129 ,1
>ENSG00000135686|ENST00000569472 ,1
>ENSG00000132141|ENST00000585073 ,1
>ENSG00000141524|ENST00000591436 ,1
>ENSG00000169203|ENST00000547235 ,1
>ENSG00000262406|ENST00000571244 ,1
>ENSG00000134183|ENST00000622865 ,1
>ENSG00000141480|ENST00000575877 ,1
>ENSG00000102984|ENST00000565516 ,1
>ENSG00000008513|ENST00000517668 ,1
>ENSG00000013364|ENST00000565164 ,1
>ENST00000606971.5,1
>ENSG00000276613|ENST00000629006 ,1
>ENSG00000154237|ENST00000525284 ,1
>ENSG00000049656|ENST00000630539 ,1
>ENSG00000196437|ENST00000592490 ,1
>ENSG00000177981|ENST00000548228 ,1
>ENSG00000274703|ENST00000610985 ,1
>ENSG00000137502|ENST00000525117 ,1
>ENSG00000113643|ENST00000520013 ,1
>ENSG00000167716|ENST00000575206 ,1
>ENSG00000276262|ENST00000632125 ,1
>ENST00000501075.2,1
>ENSG00000105185|ENST00000586035 ,1
>ENST00000630476.1,1
>ENSG00000131808|ENST00000533718 ,1
>ENST00000585801.1,1
>ENSG00000110921|ENST00000546277 ,0
>ENSG00000133943|ENST00000525393 ,1
>ENSG00000261893|ENST00000574445 ,1
>ENST00000383890.1,1
>ENST00000533876.1,1
>ENSG00000197971|ENST00000531144 ,1
>ENSG00000110841|ENST00000545381 ,1
>ENST00000552101.1,1
>ENSG00000104299|ENST00000523303 ,1
>ENST00000551563.6,1
>ENSG00000204683|ENST00000534331 ,1
>ENSG00000187741|ENST00000564475 ,1
>ENST00000579368.1,1
>ENST00000490246.2,1
>ENST00000629927.1,1
>ENSG00000167261|ENST00000574865 ,1
>ENSG00000039523|ENST00000562755 ,1
>ENST00000420071.1,1
>ENSG00000139624|ENST00000547787 ,1
>ENST00000633838.1,1
>ENSG00000183010|ENST00000579366 ,1
>ENSG00000196628|ENST00000626425 ,1
>ENSG00000204764|ENST00000523189 ,1
>ENSG00000214046|ENST00000593404 ,1
>ENST00000598002.1,1
>ENST00000607539.1,1
>ENSG00000173480|ENST00000598629 ,1
>ENSG00000140750|ENST00000571406 ,1
>ENSG00000108523|ENST00000573404 ,1
>ENSG00000141376|ENST00000588168 ,1
>ENSG00000171004|ENST00000521489 ,1
>ENSG00000180209|ENST00000566955 ,1
>ENST00000629339.2,1
>ENSG00000138823|ENST00000515141 ,1
>ENSG00000103426|ENST00000572467 ,1
>ENST00000617573.1,1
>ENSG00000185359|ENST00000573320 ,1
>ENSG00000151491|ENST00000542903 ,1
>ENSG00000132475|ENST00000587171 ,1
>ENSG00000151014|ENST00000630479 ,1
>ENSG00000197168|ENST00000617045 ,1
>ENSG00000110104|ENST00000535217 ,1
>ENSG00000275183|ENST00000611161 ,1
>ENSG00000125170|ENST00000567214 ,1
>ENSG00000012822|ENST00000549173 ,0
>ENSG00000166595|ENST00000567511 ,1
>ENSG00000214414|ENST00000534392 ,1
>ENSG00000278437|ENST00000622596 ,1
>ENSG00000170776|ENST00000559486 ,1
>ENST00000626769.2,0
>ENSG00000104408|ENST00000521440 ,1
>ENSG00000100603|ENST00000556428 ,1
>ENST00000429588.1,1
>ENSG00000014138|ENST00000532391 ,1
>ENSG00000083799|ENST00000564326 ,1
>ENSG00000167755|ENST00000599690 ,1
>ENSG00000175344|ENST00000638031 ,1
>ENSG00000102081|ENST00000621453 ,1
>ENSG00000260596|ENST00000569241 ,1
>ENSG00000091656|ENST00000520307 ,1
>ENSG00000132746|ENST00000528756 ,1
>ENSG00000166676|ENST00000572102 ,1
>ENSG00000105576|ENST00000585886 ,1
>ENSG00000278308|ENST00000631747 ,1
>ENSG00000184828|ENST00000586047 ,1
>ENSG00000105221|ENST00000596634 ,1
>ENSG00000146872|ENST00000580705 ,1
>ENSG00000136856|ENST00000610552 ,1
>ENSG00000273749|ENST00000613006 ,1
>ENSG00000079819|ENST00000628542 ,1
>ENSG00000174177|ENST00000567316 ,1
>ENSG00000274619|ENST00000632706 ,1
>ENSG00000198826|ENST00000567348 ,1
>ENSG00000274679|ENST00000621926 ,1
>ENST00000499900.2,1
>ENSG00000105486|ENST00000596672 ,1
>ENSG00000159720|ENST00000565835 ,1
>ENSG00000243729|ENST00000543825 ,1
>ENSG00000183751|ENST00000568546 ,1
>ENSG00000130529|ENST00000595519 ,1
>ENST00000469345.3,1
>ENSG00000187741|ENST00000534992 ,1
>ENSG00000092020|ENST00000557217 ,1
>ENSG00000198000|ENST00000545558 ,1
>ENST00000486808.3,1
>ENSG00000278823|ENST00000631883 ,1
>ENST00000522640.1,1
>ENSG00000113643|ENST00000521329 ,1
>ENSG00000198704|ENST00000612264 ,1
>ENST00000620849.4,1
>ENST00000592750.5,1
>ENSG00000130734|ENST00000588667 ,1
>ENSG00000174915|ENST00000531520 ,1
>ENSG00000204856|ENST00000548449 ,1
>ENSG00000275895|ENST00000636315 ,1
>ENSG00000065717|ENST00000591529 ,1
>ENST00000517846.1,1
>ENSG00000131089|ENST00000636276 ,1
>ENST00000589227.1,1
>ENSG00000186496|ENST00000585522 ,1
>ENST00000366281.2,1
>ENSG00000101542|ENST00000536675 ,1
>ENSG00000167264|ENST00000568099 ,1
>ENSG00000139597|ENST00000530622 ,1
>ENST00000410801.1,1
>ENSG00000281601|ENST00000627167 ,1
>ENSG00000141959|ENST00000628044 ,1
>ENSG00000100897|ENST00000559382 ,1
>ENSG00000077458|ENST00000536839 ,1
>ENSG00000008517|ENST00000529550 ,1
>ENSG00000084234|ENST00000533713 ,1
>ENSG00000278644|ENST00000632068 ,1
>ENSG00000048540|ENST00000540445 ,1
>ENSG00000256188|ENST00000539585 ,1
>ENSG00000111540|ENST00000551459 ,1
>ENSG00000151131|ENST00000547750 ,1
>ENST00000580714.1,1
>ENST00000563072.1,1
>ENSG00000110077|ENST00000532169 ,1
>ENSG00000187486|ENST00000528731 ,1
>ENSG00000177311|ENST00000509883 ,1
>ENSG00000118985|ENST00000513343 ,1
>ENST00000602213.5,1
>ENST00000612810.1,1
>ENSG00000198010|ENST00000518530 ,1
>ENST00000635559.1,1
>ENSG00000135597|ENST00000529597 ,1
>ENST00000458139.1,1
>ENSG00000184613|ENST00000550462 ,1
>ENSG00000166444|ENST00000526828 ,1
>ENSG00000104728|ENST00000520359 ,1
>ENST00000365448.1,1
>ENSG00000184730|ENST00000564831 ,1
>ENSG00000111652|ENST00000543939 ,1
>ENSG00000177839|ENST00000624909 ,1
>ENSG00000144711|ENST00000618604 ,1
>ENSG00000111300|ENST00000551858 ,1
>ENSG00000129515|ENST00000556162 ,1
>ENSG00000100461|ENST00000555676 ,1
>ENSG00000103196|ENST00000566789 ,1
>ENST00000497096.3,1
>ENST00000612546.1,1
>ENSG00000140988|ENST00000532746 ,1
>ENSG00000166793|ENST00000534810 ,1
>ENST00000551898.1,1
>ENSG00000125744|ENST00000587597 ,1
>ENSG00000111052|ENST00000552093 ,1
>ENST00000365151.1,1
>ENSG00000104883|ENST00000593547 ,1
>ENSG00000275736|ENST00000613426 ,1
>ENSG00000278023|ENST00000619262 ,1
>ENSG00000147050|ENST00000543216 ,1
>ENSG00000088247|ENST00000597656 ,1
>ENSG00000073712|ENST00000553373 ,1
>ENSG00000100968|ENST00000553469 ,1
>ENSG00000170322|ENST00000526940 ,1
>ENSG00000145996|ENST00000613575 ,1
>ENSG00000168056|ENST00000532661 ,1
>ENST00000568593.1,1
>ENST00000422946.1,1
>ENST00000621310.1,1
>ENSG00000108231|ENST00000636754 ,1
>ENSG00000281917|ENST00000629508 ,1
>ENST00000533322.1,1
>ENST00000576302.1,1
>ENSG00000196535|ENST00000528564 ,1
>ENSG00000092929|ENST00000586519 ,1
>ENST00000476759.3,1
>ENSG00000151623|ENST00000511528 ,1
>ENSG00000100823|ENST00000557592 ,1
>ENSG00000100897|ENST00000558638 ,1
>ENSG00000274580|ENST00000615829 ,1
>ENSG00000148337|ENST00000538431 ,1
>ENSG00000162191|ENST00000529640 ,1
>ENSG00000138376|ENST00000613374 ,1
>ENSG00000204278|ENST00000550981 ,1
